,dti,emp_length,issue_d,loan_amnt,purpose,rejected
722572,2.51,0,8/22/2016,10000,other,1
722573,15.59,0,8/22/2016,5000,debt_consolidation,1
722575,10.24,0,8/22/2016,5000,debt_consolidation,1
722576,8.92,0,8/22/2016,1000,debt_consolidation,1
722578,19.2,5,8/22/2016,2000,other,1
722581,33.31,0,8/22/2016,20000,debt_consolidation,1
722582,10.04,1,8/22/2016,40000,debt_consolidation,1
722583,17.27,10,8/22/2016,30000,Credit card refinancing,1
722584,1,0,8/22/2016,5000,other,1
722586,28.56,0,8/22/2016,2600,debt_consolidation,1
722587,34.37,5,8/22/2016,20000,house,1
722588,37.4,5,8/22/2016,8000,credit_card,1
722592,21.43,10,8/22/2016,8000,Credit card refinancing,1
722593,6.27,0,8/22/2016,20000,other,1
722594,0,0,8/22/2016,1000,debt_consolidation,1
722595,3.3,0,8/22/2016,1000,other,1
722596,41.84,0,8/22/2016,2500,other,1
722597,7.09,,8/22/2016,3000,other,1
722598,22.45,0,8/22/2016,20000,debt_consolidation,1
722599,37.2,0,8/22/2016,5000,other,1
722600,1,0,8/22/2016,8000,major_purchase,1
722602,13.11,0,8/22/2016,5000,other,1
722603,0.31,0,8/22/2016,1000,vacation,1
722604,32.51,0,8/22/2016,20000,debt_consolidation,1
722605,41.41,0,8/22/2016,30000,debt_consolidation,1
722606,7.11,0,8/22/2016,10000,major_purchase,1
722607,10.41,0,8/22/2016,19000,debt_consolidation,1
722608,20.9,2,8/22/2016,10000,Credit card refinancing,1
722609,0,0,8/22/2016,25000,other,1
722610,20.33,2,8/22/2016,20000,Home improvement,1
722611,26.7,,8/22/2016,30000,debt_consolidation,1
722612,39.66,0,8/22/2016,19000,debt_consolidation,1
722613,4.21,0,8/22/2016,4000,debt_consolidation,1
722614,2.35,0,8/22/2016,14000,debt_consolidation,1
722615,65.86,,8/22/2016,4000,debt_consolidation,1
722616,2,0,8/22/2016,1000,medical,1
722617,20.52,0,8/22/2016,25000,debt_consolidation,1
722618,10.26,5,8/22/2016,10000,credit_card,1
722619,58.07,0,8/22/2016,12000,debt_consolidation,1
722620,16.34,0,8/22/2016,9000,debt_consolidation,1
722621,10.29,0,8/22/2016,5000,debt_consolidation,1
722622,22.03,,8/22/2016,3000,debt_consolidation,1
722623,54.44,0,8/22/2016,2000,debt_consolidation,1
722624,16.07,5,8/22/2016,1200,other,1
722625,37.24,0,8/22/2016,25000,debt_consolidation,1
722626,14.38,5,8/22/2016,3500,debt_consolidation,1
722627,8.18,0,8/22/2016,5000,debt_consolidation,1
722629,28.09,0,8/22/2016,10000,debt_consolidation,1
722630,1.69,0,8/22/2016,1000,moving,1
722631,0,0,8/22/2016,2000,other,1
722632,26.9,5,8/22/2016,12000,home_improvement,1
722633,55.22,0,8/22/2016,3000,debt_consolidation,1
722634,8.03,0,8/22/2016,1000,other,1
722635,5.98,0,8/22/2016,5000,credit_card,1
722636,9.75,0,8/22/2016,25000,debt_consolidation,1
722637,17.51,0,8/22/2016,25000,credit_card,1
722638,59.16,,8/22/2016,4000,house,1
722639,12.16,0,8/22/2016,12500,debt_consolidation,1
722640,9.14,5,8/22/2016,35000,car,1
722641,29.08,5,8/22/2016,20075,credit_card,1
722642,6.62,5,8/22/2016,12500,Car financing,1
722643,19.42,0,8/22/2016,10000,debt_consolidation,1
722644,3.8,0,8/22/2016,5000,other,1
722645,4,0,8/22/2016,5000,other,1
722646,30.28,0,8/22/2016,2500,home_improvement,1
722647,45.33,0,8/22/2016,15000,debt_consolidation,1
722648,5.45,0,8/22/2016,35000,debt_consolidation,1
722649,40,0,8/22/2016,20000,debt_consolidation,1
722650,22.05,0,8/22/2016,10000,debt_consolidation,1
722651,11.63,5,8/22/2016,2000,vacation,1
722652,18.74,0,8/22/2016,5000,credit_card,1
722653,19.09,0,8/22/2016,6000,debt_consolidation,1
722654,1.36,,8/22/2016,25000,home_improvement,1
722655,8.35,,8/22/2016,20000,house,1
722656,20.77,,8/22/2016,6000,debt_consolidation,1
722657,2.43,0,8/22/2016,25000,home_improvement,1
722658,2.82,5,8/22/2016,2200,other,1
722660,21.12,0,8/22/2016,1000,debt_consolidation,1
722661,10.72,0,8/22/2016,5000,debt_consolidation,1
809614,6.6,5,8/28/2016,20000,debt_consolidation,1
809616,57.52,5,8/28/2016,10000,small_business,1
809617,21.91,5,8/28/2016,20000,Debt consolidation,1
809619,24.25,0,8/28/2016,10000,debt_consolidation,1
809620,9.72,0,8/28/2016,10000,home_improvement,1
809621,28.12,0,8/28/2016,10000,debt_consolidation,1
809622,29.08,0,8/28/2016,12000,credit_card,1
809623,62.98,,8/28/2016,5000,house,1
809624,8.05,0,8/28/2016,4500,debt_consolidation,1
809625,3.74,0,8/28/2016,20000,debt_consolidation,1
809626,11.93,0,8/28/2016,7000,medical,1
809627,37.81,5,8/28/2016,11000,moving,1
809628,19.76,0,8/28/2016,2000,medical,1
809629,29.3,0,8/28/2016,3000,debt_consolidation,1
809630,0,0,8/28/2016,10000,debt_consolidation,1
809631,10.56,5,8/28/2016,15000,debt_consolidation,1
809632,61.57,0,8/28/2016,10000,home_improvement,1
809633,20.44,5,8/28/2016,25000,debt_consolidation,1
809634,53.57,5,8/28/2016,10000,credit_card,1
809635,14.45,0,8/28/2016,3500,debt_consolidation,1
809636,22.16,5,8/28/2016,1000,other,1
809637,18.56,0,8/28/2016,6000,other,1
809638,35.03,5,8/28/2016,8000,credit_card,1
809639,1.11,0,8/28/2016,4000,debt_consolidation,1
809640,31.56,5,8/28/2016,30000,major_purchase,1
809641,19.85,5,8/28/2016,1000,other,1
809642,3.31,0,8/28/2016,10000,house,1
809643,18.76,0,8/28/2016,8000,debt_consolidation,1
809644,48.07,0,8/28/2016,40000,debt_consolidation,1
809645,1.41,0,8/28/2016,5000,car,1
809646,41.63,0,8/28/2016,26000,debt_consolidation,1
809647,30.78,0,8/28/2016,20000,debt_consolidation,1
809648,34.07,0,8/28/2016,5000,debt_consolidation,1
809649,7.78,,8/28/2016,5000,Debt consolidation,1
809650,34.04,5,8/28/2016,15000,other,1
809651,51.25,0,8/28/2016,4000,credit_card,1
809652,2.24,0,8/28/2016,4000,other,1
809653,31.16,0,8/28/2016,35000,debt_consolidation,1
809654,36.87,0,8/28/2016,39000,debt_consolidation,1
809655,0,5,8/28/2016,9000,other,1
809656,12.37,0,8/28/2016,5000,home_improvement,1
809657,18.25,0,8/28/2016,7000,debt_consolidation,1
809658,31.88,0,8/28/2016,10000,home_improvement,1
809659,4.91,0,8/28/2016,2000,debt_consolidation,1
809660,53.29,0,8/28/2016,15000,debt_consolidation,1
809661,7.84,0,8/28/2016,10000,other,1
809662,27.92,0,8/28/2016,5000,credit_card,1
809663,35.8,5,8/28/2016,7000,debt_consolidation,1
809664,5.33,5,8/28/2016,10000,house,1
809665,46.95,0,8/28/2016,10000,debt_consolidation,1
809666,0,5,8/28/2016,5000,other,1
809667,23.77,5,8/28/2016,8000,debt_consolidation,1
809668,24.98,0,8/28/2016,30000,debt_consolidation,1
809669,49.34,0,8/28/2016,20000,debt_consolidation,1
809670,14.29,0,8/28/2016,10000,debt_consolidation,1
809671,16.69,0,8/28/2016,20000,car,1
809672,44.77,0,8/28/2016,10000,debt_consolidation,1
809673,121.76,0,8/28/2016,8000,debt_consolidation,1
809674,8.29,0,8/28/2016,3000,major_purchase,1
809675,4.79,5,8/28/2016,5000,other,1
809676,0,,8/28/2016,10000,debt_consolidation,1
809677,14.37,0,8/28/2016,5000,car,1
809678,4.45,0,8/28/2016,7500,other,1
809679,13.61,,8/28/2016,5000,major_purchase,1
809680,195.78,0,8/28/2016,7000,debt_consolidation,1
809681,26.64,0,8/28/2016,15000,major_purchase,1
809682,1.56,0,8/28/2016,3600,debt_consolidation,1
809683,5.12,5,8/28/2016,5000,other,1
809684,1.91,5,8/28/2016,5000,debt_consolidation,1
809685,26.63,0,8/28/2016,40000,debt_consolidation,1
809686,56.92,0,8/28/2016,30000,debt_consolidation,1
809687,28.94,0,8/28/2016,15500,credit_card,1
809688,7.23,0,8/28/2016,6000,debt_consolidation,1
809689,4.65,8,8/28/2016,12000,Credit card refinancing,1
809690,10.01,0,8/28/2016,12000,other,1
809691,3.75,0,8/28/2016,2000,moving,1
809692,14.04,5,8/28/2016,1000,other,1
809693,25.88,0,8/28/2016,30000,debt_consolidation,1
809694,3.06,5,8/28/2016,5000,debt_consolidation,1
809695,8.79,5,8/28/2016,14350,credit_card,1
809696,61.66,0,8/28/2016,40000,debt_consolidation,1
809697,47.72,0,8/28/2016,25000,credit_card,1
809698,20.1,0,8/28/2016,5000,medical,1
809699,8.44,0,8/28/2016,1000,other,1
809700,1.53,0,8/28/2016,1000,moving,1
809701,14.1,0,8/28/2016,2000,other,1
809703,6.94,0,8/28/2016,20000,debt_consolidation,1
809704,9.42,5,8/28/2016,11000,credit_card,1
809705,17.64,5,8/28/2016,5000,credit_card,1
809706,15.75,5,8/28/2016,35000,small_business,1
809708,19.67,0,8/28/2016,6500,other,1
809709,17.06,5,8/28/2016,10000,other,1
809710,42.49,0,8/28/2016,20000,debt_consolidation,1
809712,23.65,4,8/28/2016,10000,Business,1
809713,41.57,5,8/28/2016,25000,credit_card,1
809714,20.09,5,8/28/2016,12000,debt_consolidation,1
809715,21.95,0,8/28/2016,5000,credit_card,1
809716,12.87,0,8/28/2016,10000,debt_consolidation,1
809717,17.1,8,8/28/2016,16425,Credit card refinancing,1
809718,26.13,0,8/28/2016,35000,debt_consolidation,1
809720,11.65,0,8/28/2016,1000,other,1
809721,10.65,5,8/28/2016,3500,other,1
809722,29.9,5,8/28/2016,5000,medical,1
809723,10.7,0,8/28/2016,10000,debt_consolidation,1
809724,22.48,0,8/28/2016,25000,major_purchase,1
809725,30,0,8/28/2016,5000,debt_consolidation,1
809726,43.31,0,8/28/2016,40000,debt_consolidation,1
809727,0.79,0,8/28/2016,1000,other,1
809728,39.36,0,8/28/2016,3000,credit_card,1
809729,13.73,0,8/28/2016,8000,other,1
809730,2.31,0,8/28/2016,25000,credit_card,1
809731,13.04,0,8/28/2016,10000,major_purchase,1
809732,0,0,8/28/2016,10000,major_purchase,1
809733,32.41,0,8/28/2016,10000,other,1
809734,41.9,0,8/28/2016,4000,debt_consolidation,1
809735,43.34,0,8/28/2016,3000,other,1
809736,61.83,0,8/28/2016,5000,debt_consolidation,1
809737,18.77,,8/28/2016,1000,major_purchase,1
809738,29.6,0,8/28/2016,5000,debt_consolidation,1
809739,43.76,0,8/28/2016,25000,debt_consolidation,1
809740,16.25,5,8/28/2016,4000,other,1
809741,0,,8/28/2016,12000,small_business,1
809742,25.96,10,8/28/2016,40000,Debt consolidation,1
809743,18.83,,8/28/2016,25000,credit_card,1
809744,19.11,0,8/28/2016,15000,debt_consolidation,1
809745,26.18,0,8/28/2016,20000,debt_consolidation,1
809747,1.71,0,8/28/2016,1500,other,1
809748,7.51,0,8/28/2016,20000,debt_consolidation,1
809749,16.88,0,8/28/2016,35000,debt_consolidation,1
809750,15.23,0,8/28/2016,5000,home_improvement,1
809751,10.32,0,8/28/2016,10000,debt_consolidation,1
809752,1.61,0,8/28/2016,10000,major_purchase,1
809753,33.42,,8/28/2016,1500,home_improvement,1
809754,31.32,0,8/28/2016,5000,debt_consolidation,1
809755,28.75,0,8/28/2016,7000,other,1
809756,10.6,,8/28/2016,5000,other,1
809757,42.23,0,8/28/2016,12500,debt_consolidation,1
809759,135.84,0,8/28/2016,10000,debt_consolidation,1
809760,2.07,0,8/28/2016,13000,other,1
809761,31.17,3,8/28/2016,15000,Debt consolidation,1
809762,19.29,5,8/28/2016,3000,credit_card,1
809763,35.78,5,8/28/2016,1500,medical,1
809765,69.54,0,8/28/2016,15000,other,1
809766,12.38,0,8/28/2016,20000,renewable_energy,1
809767,43.14,0,8/28/2016,2000,medical,1
809768,0,0,8/28/2016,10000,major_purchase,1
809769,37.12,0,8/28/2016,1500,major_purchase,1
809770,68.98,0,8/28/2016,15000,debt_consolidation,1
809771,0,0,8/28/2016,5000,other,1
809772,39.1,5,8/28/2016,1000,debt_consolidation,1
809773,1.01,0,8/28/2016,3000,debt_consolidation,1
809774,1.62,0,8/28/2016,6000,house,1
809775,1.67,0,8/28/2016,2500,major_purchase,1
809776,5.53,0,8/28/2016,35000,debt_consolidation,1
809777,45.2,0,8/28/2016,15000,debt_consolidation,1
809779,5.63,5,8/28/2016,29000,house,1
809780,13.96,0,8/28/2016,2000,vacation,1
916021,9.64,0,9/5/2016,6500,car,1
916022,14.82,5,9/5/2016,10000,Debt consolidation,1
916023,17.96,0,9/5/2016,4000,debt_consolidation,1
916024,2.04,0,9/5/2016,7500,other,1
916025,24.22,0,9/5/2016,20000,debt_consolidation,1
916026,25.21,0,9/5/2016,20000,home_improvement,1
916027,51.02,,9/5/2016,10000,other,1
916028,46.33,0,9/5/2016,10000,home_improvement,1
916029,11.09,5,9/5/2016,1500,debt_consolidation,1
916030,12.17,0,9/5/2016,5000,other,1
916031,14.91,5,9/5/2016,12000,car,1
916034,22.83,0,9/5/2016,5000,debt_consolidation,1
916035,37.7,0,9/5/2016,10000,other,1
916036,43.01,5,9/5/2016,15000,home_improvement,1
916037,28.05,0,9/5/2016,10000,debt_consolidation,1
916038,10.95,0,9/5/2016,5000,debt_consolidation,1
916039,14.13,0,9/5/2016,1000,small_business,1
916040,22.53,,9/5/2016,1000,other,1
916041,54.83,0,9/5/2016,10000,debt_consolidation,1
916042,7.73,0,9/5/2016,3500,debt_consolidation,1
916043,18.94,5,9/5/2016,5000,credit_card,1
916044,4.79,0,9/5/2016,4900,home_improvement,1
916045,13.97,0,9/5/2016,24000,debt_consolidation,1
916046,28.3,0,9/5/2016,8000,debt_consolidation,1
916047,9.81,2,9/5/2016,10000,Credit card refinancing,1
916048,26.58,0,9/5/2016,20000,debt_consolidation,1
916049,29.94,,9/5/2016,7500,vacation,1
916050,27.77,0,9/5/2016,11000,debt_consolidation,1
916051,19.74,0,9/5/2016,20000,debt_consolidation,1
916052,13.13,0,9/5/2016,1800,debt_consolidation,1
916053,33,5,9/5/2016,9000,credit_card,1
916054,14.7,,9/5/2016,20000,Debt consolidation,1
916055,30.81,0,9/5/2016,20000,debt_consolidation,1
916056,43.11,0,9/5/2016,10000,debt_consolidation,1
916057,40.2,0,9/5/2016,20000,debt_consolidation,1
916058,11.96,5,9/5/2016,10000,home_improvement,1
916059,32.85,0,9/5/2016,20000,debt_consolidation,1
916060,33.08,5,9/5/2016,35000,debt_consolidation,1
916062,3.17,5,9/5/2016,2000,medical,1
916063,33.73,0,9/5/2016,8000,debt_consolidation,1
916064,22.16,0,9/5/2016,4000,car,1
916065,9.18,0,9/5/2016,1000,other,1
916066,51.25,0,9/5/2016,20000,debt_consolidation,1
916067,16.08,5,9/5/2016,11500,debt_consolidation,1
916068,49.53,,9/5/2016,20000,debt_consolidation,1
916069,5.18,0,9/5/2016,5000,car,1
916070,5.88,5,9/5/2016,1500,car,1
916071,28.9,0,9/5/2016,3000,major_purchase,1
916072,1.58,0,9/5/2016,2000,debt_consolidation,1
916073,24.73,0,9/5/2016,2000,other,1
916074,5.49,0,9/5/2016,20000,house,1
916075,5.98,,9/5/2016,6000,Debt consolidation,1
916076,34.35,0,9/5/2016,35000,debt_consolidation,1
916077,0.03,5,9/5/2016,20000,house,1
916078,12.16,0,9/5/2016,10000,Debt consolidation,1
916079,19.94,0,9/5/2016,15000,debt_consolidation,1
916080,0,0,9/5/2016,10000,debt_consolidation,1
916081,22.76,0,9/5/2016,3000,debt_consolidation,1
916082,2.61,0,9/5/2016,10000,other,1
916083,27.43,0,9/5/2016,20000,debt_consolidation,1
916084,1.34,0,9/5/2016,10000,home_improvement,1
916085,12.69,0,9/5/2016,10000,debt_consolidation,1
916086,23.02,0,9/5/2016,15000,home_improvement,1
916087,19.37,0,9/5/2016,5000,other,1
916088,79.88,0,9/5/2016,4000,debt_consolidation,1
916089,18.26,0,9/5/2016,1000,other,1
916090,13.58,0,9/5/2016,20000,major_purchase,0
916091,13.12,5,9/5/2016,18000,debt_consolidation,1
916092,8.28,,9/5/2016,10000,other,1
916093,18.75,0,9/5/2016,15000,debt_consolidation,1
916094,41.06,5,9/5/2016,18000,credit_card,0
916095,1.6,0,9/5/2016,7000,major_purchase,1
916096,23.58,0,9/5/2016,4000,other,1
916097,18.97,0,9/5/2016,10000,debt_consolidation,1
916098,0.58,5,9/5/2016,18000,car,1
916099,10.18,0,9/5/2016,15000,debt_consolidation,1
916100,3.4,0,9/5/2016,10000,debt_consolidation,1
916101,22.09,0,9/5/2016,3500,debt_consolidation,0
916102,44.96,0,9/5/2016,15000,debt_consolidation,1
916103,36.67,0,9/5/2016,10000,credit_card,1
916104,3.5,5,9/5/2016,4000,credit_card,1
916105,27.14,0,9/5/2016,20000,other,1
916106,49.59,0,9/5/2016,1000,other,1
916107,27.71,0,9/5/2016,1500,home_improvement,1
916108,65.16,5,9/5/2016,15000,debt_consolidation,1
916109,41.28,5,9/5/2016,1000,home_improvement,1
916110,81.18,0,9/5/2016,40000,debt_consolidation,1
916111,12.59,5,9/5/2016,1000,debt_consolidation,1
916112,1.85,0,9/5/2016,10000,home_improvement,1
916113,22.42,0,9/5/2016,20000,other,1
916115,44.44,0,9/5/2016,9000,debt_consolidation,1
916116,2.38,5,9/5/2016,1500,other,1
916117,0,0,9/5/2016,1000,moving,1
916118,12.93,5,9/5/2016,5000,medical,1
916119,54.28,5,9/5/2016,1500,home_improvement,1
916120,3.79,5,9/5/2016,1500,medical,1
916121,0.56,5,9/5/2016,3000,debt_consolidation,1
916122,44.6,0,9/5/2016,9000,debt_consolidation,1
916123,1,5,9/5/2016,8000,car,1
916124,35.5,0,9/5/2016,2000,car,1
916125,24.55,0,9/5/2016,20000,debt_consolidation,1
916126,9.4,5,9/5/2016,25000,debt_consolidation,1
916128,58.37,5,9/5/2016,15000,credit_card,1
916129,43.88,5,9/5/2016,6300,credit_card,1
916131,0,0,9/5/2016,1000,credit_card,1
916132,40.94,0,9/5/2016,10000,other,1
916134,20.4,,9/5/2016,5000,other,1
916135,97.16,0,9/5/2016,25000,house,1
916136,81,5,9/5/2016,1000,debt_consolidation,1
916137,50.27,0,9/5/2016,25000,debt_consolidation,1
916138,19.7,5,9/5/2016,10000,debt_consolidation,1
916139,17.32,0,9/5/2016,1000,home_improvement,1
916140,13.88,5,9/5/2016,30000,credit_card,1
916141,12.18,0,9/5/2016,5000,debt_consolidation,1
916142,21.83,0,9/5/2016,40000,car,1
916143,54.84,5,9/5/2016,25000,debt_consolidation,1
916144,1.34,0,9/5/2016,15000,debt_consolidation,1
916145,3.55,0,9/5/2016,20000,debt_consolidation,1
916146,13,0,9/5/2016,8000,debt_consolidation,1
916147,35.53,,9/5/2016,20000,debt_consolidation,1
916148,6.25,5,9/5/2016,3575,credit_card,1
916149,27.96,5,9/5/2016,11000,debt_consolidation,1
916150,34.49,0,9/5/2016,25000,debt_consolidation,1
916151,40.03,5,9/5/2016,35000,credit_card,1
916152,42.19,5,9/5/2016,5000,debt_consolidation,1
916153,26.36,0,9/5/2016,8000,debt_consolidation,1
916154,32.19,,9/5/2016,2000,debt_consolidation,1
916155,17.48,5,9/5/2016,1000,vacation,1
916156,35.75,0,9/5/2016,16000,debt_consolidation,1
916158,11.34,4,9/5/2016,30000,other,1
916159,13.2,0,9/5/2016,30000,debt_consolidation,1
916160,16.02,5,9/5/2016,5000,credit_card,1
916161,27.74,5,9/5/2016,17000,debt_consolidation,0
916162,13.22,0,9/5/2016,1500,other,1
916163,30.95,5,9/5/2016,12500,debt_consolidation,1
916164,14.07,10,9/5/2016,15000,Debt consolidation,1
916165,23.38,0,9/5/2016,1500,car,1
916166,4.05,,9/5/2016,5000,Credit card refinancing,1
916167,12.08,0,9/5/2016,25000,debt_consolidation,1
916168,18.94,0,9/5/2016,20000,Debt consolidation,1
916170,22.96,5,9/5/2016,35000,home_improvement,1
916171,9.06,5,9/5/2016,1000,other,1
916173,2.1,0,9/5/2016,2000,debt_consolidation,1
916175,73.71,0,9/5/2016,5000,debt_consolidation,1
916176,17.17,0,9/5/2016,12000,debt_consolidation,1
916177,14.02,5,9/5/2016,15000,credit_card,1
916179,2.43,5,9/5/2016,5000,major_purchase,1
916180,3.15,0,9/5/2016,20000,major_purchase,1
916181,15.56,0,9/5/2016,1000,other,1
916182,17.45,5,9/5/2016,13275,debt_consolidation,1
916183,100,0,9/5/2016,35000,credit_card,1
916184,14.88,5,9/5/2016,6000,major_purchase,1
916185,2.5,0,9/5/2016,1500,medical,1
944278,28.66,5,9/6/2016,35000,debt_consolidation,1
944279,0.45,0,9/6/2016,2000,other,0
944280,53.91,0,9/6/2016,15000,debt_consolidation,1
944281,36.8,,9/6/2016,21000,credit_card,1
944282,20.2,0,9/6/2016,4500,debt_consolidation,1
944283,10.32,5,9/6/2016,10000,other,1
944284,18.23,0,9/6/2016,4000,moving,1
944285,76.24,0,9/6/2016,1000,other,1
944287,39.86,0,9/6/2016,4000,debt_consolidation,1
944288,29.51,0,9/6/2016,2000,major_purchase,1
944289,14.33,5,9/6/2016,35000,debt_consolidation,1
944290,74.93,,9/6/2016,20000,other,1
944291,0,5,9/6/2016,35000,other,1
944292,13.35,0,9/6/2016,30000,debt_consolidation,1
944293,45.24,0,9/6/2016,30000,debt_consolidation,1
944294,2.59,0,9/6/2016,6000,major_purchase,1
944295,39.68,0,9/6/2016,10000,debt_consolidation,1
944296,35.19,0,9/6/2016,10000,debt_consolidation,1
944297,26.57,,9/6/2016,10000,home_improvement,1
944298,44.29,5,9/6/2016,20000,debt_consolidation,1
944299,9.29,5,9/6/2016,13000,debt_consolidation,1
944300,17.08,,9/6/2016,35000,debt_consolidation,1
944301,23.43,0,9/6/2016,20000,credit_card,1
944302,4.22,5,9/6/2016,25000,car,1
944303,5.48,0,9/6/2016,1500,other,1
944304,112.68,0,9/6/2016,5000,debt_consolidation,1
944305,0,5,9/6/2016,5000,home_improvement,1
944306,20.77,10,9/6/2016,35000,Debt consolidation,1
944307,31.5,0,9/6/2016,10000,major_purchase,1
944308,12.82,0,9/6/2016,5000,debt_consolidation,1
944309,9.79,0,9/6/2016,15000,debt_consolidation,1
944310,15.65,0,9/6/2016,7600,debt_consolidation,1
944311,0,0,9/6/2016,5000,medical,1
944312,6.96,0,9/6/2016,2000,credit_card,1
944313,35.02,0,9/6/2016,20000,debt_consolidation,0
944314,20.98,0,9/6/2016,1500,debt_consolidation,1
944315,2.91,0,9/6/2016,5000,other,1
944316,5.93,5,9/6/2016,5000,debt_consolidation,1
944317,51.23,0,9/6/2016,12000,credit_card,1
944318,20.57,0,9/6/2016,9000,other,0
944319,63.23,,9/6/2016,15000,debt_consolidation,1
944320,17.95,2,9/6/2016,10000,Debt consolidation,1
944321,43.53,5,9/6/2016,35000,home_improvement,1
944322,58.76,0,9/6/2016,25000,credit_card,1
944323,8.02,5,9/6/2016,1100,other,1
944324,31.71,0,9/6/2016,4500,debt_consolidation,1
944325,24.55,0,9/6/2016,12000,other,1
944326,17.25,0,9/6/2016,20000,debt_consolidation,0
944327,60.02,0,9/6/2016,16000,debt_consolidation,1
944328,45.12,5,9/6/2016,5200,debt_consolidation,1
944329,12.4,0,9/6/2016,2500,debt_consolidation,1
944332,10.34,5,9/6/2016,6500,other,1
944333,32.85,0,9/6/2016,5000,debt_consolidation,1
944334,76.39,0,9/6/2016,5000,other,1
944336,24.77,0,9/6/2016,5000,debt_consolidation,1
944337,6.92,10,9/6/2016,9000,Debt consolidation,1
944338,8.5,0,9/6/2016,18000,credit_card,1
944339,10.39,5,9/6/2016,6000,debt_consolidation,1
944340,6.57,5,9/6/2016,3000,debt_consolidation,1
944341,51.76,0,9/6/2016,15900,other,1
944342,35.16,0,9/6/2016,10000,debt_consolidation,1
944343,2.5,,9/6/2016,14000,car,1
944344,34.32,5,9/6/2016,3000,debt_consolidation,1
944345,15.5,0,9/6/2016,10000,credit_card,1
944346,152.51,0,9/6/2016,35000,credit_card,1
944347,2.06,0,9/6/2016,3000,debt_consolidation,1
944348,0,0,9/6/2016,10000,moving,1
944349,100,0,9/6/2016,1000,major_purchase,1
944350,17.61,0,9/6/2016,25000,debt_consolidation,1
944351,38.66,0,9/6/2016,8000,debt_consolidation,1
944352,3.05,0,9/6/2016,8500,credit_card,1
944353,21.53,5,9/6/2016,6000,credit_card,1
944354,3.51,0,9/6/2016,10000,house,1
944355,33.33,0,9/6/2016,6000,debt_consolidation,1
944356,14.52,0,9/6/2016,5000,moving,1
944357,0,0,9/6/2016,5000,other,1
944358,32.19,0,9/6/2016,10000,debt_consolidation,1
944360,51.73,0,9/6/2016,20000,debt_consolidation,1
944361,0.32,0,9/6/2016,10000,other,1
944362,33.7,0,9/6/2016,20000,home_improvement,1
944363,24.09,0,9/6/2016,10000,debt_consolidation,1
944364,12.15,0,9/6/2016,15000,moving,1
944365,11.66,0,9/6/2016,10000,debt_consolidation,0
944366,24.96,5,9/6/2016,10000,debt_consolidation,1
944367,30.84,0,9/6/2016,20000,debt_consolidation,1
944369,51.63,5,9/6/2016,5000,debt_consolidation,1
944370,4.09,0,9/6/2016,22000,other,0
944371,25.38,0,9/6/2016,40000,debt_consolidation,1
944372,23.18,0,9/6/2016,10000,debt_consolidation,1
944373,7.62,0,9/6/2016,6000,credit_card,1
944374,0.32,0,9/6/2016,5000,major_purchase,1
944375,5.26,,9/6/2016,4000,Debt consolidation,0
944376,23.92,0,9/6/2016,5000,debt_consolidation,1
944377,25.03,2,9/6/2016,15000,Debt consolidation,1
944378,6.81,0,9/6/2016,15000,credit_card,0
944379,43.03,0,9/6/2016,8000,debt_consolidation,0
944380,20.73,0,9/6/2016,25000,other,1
944381,17.76,0,9/6/2016,10000,debt_consolidation,0
944382,4.2,0,9/6/2016,8000,other,1
944383,19.47,0,9/6/2016,2500,small_business,1
944384,31.32,0,9/6/2016,3000,debt_consolidation,1
944385,6.59,0,9/6/2016,1000,credit_card,1
944386,0,0,9/6/2016,20000,major_purchase,1
944387,2.4,0,9/6/2016,3000,moving,1
944388,1.58,5,9/6/2016,3000,other,1
944389,31.11,0,9/6/2016,11000,debt_consolidation,1
944390,28.6,0,9/6/2016,6000,debt_consolidation,1
944391,4.22,5,9/6/2016,18000,debt_consolidation,1
944392,15.2,0,9/6/2016,1500,home_improvement,1
944393,34.8,0,9/6/2016,40000,debt_consolidation,1
1001304,9.4,5,9/11/2016,1500,other,1
1001305,1.54,5,9/11/2016,7000,moving,1
1001306,23.02,5,9/11/2016,5000,major_purchase,1
1001307,17.31,,9/11/2016,25000,debt_consolidation,1
1001309,8.23,0,9/11/2016,10000,debt_consolidation,1
1001310,52.56,0,9/11/2016,20000,debt_consolidation,1
1001311,51.8,5,9/11/2016,10000,credit_card,1
1001312,15.06,0,9/11/2016,5000,other,1
1001313,4.72,5,9/11/2016,4000,credit_card,1
1001314,31.64,5,9/11/2016,7000,debt_consolidation,1
1001315,12.56,5,9/11/2016,1000,major_purchase,1
1001316,52.7,0,9/11/2016,9000,debt_consolidation,1
1001317,11.85,,9/11/2016,20000,Debt consolidation,1
1001318,23.86,0,9/11/2016,18000,credit_card,1
1001319,93.75,0,9/11/2016,1000,debt_consolidation,1
1001321,23.92,0,9/11/2016,1000,debt_consolidation,1
1001323,17.5,5,9/11/2016,5000,other,1
1001324,11.45,5,9/11/2016,9000,debt_consolidation,1
1001325,42.82,5,9/11/2016,15000,debt_consolidation,1
1001326,14,0,9/11/2016,1000,Medical expenses,1
1001327,43.04,0,9/11/2016,40000,debt_consolidation,1
1001328,0.79,5,9/11/2016,5000,car,1
1001329,5.83,8,9/11/2016,20000,Debt consolidation,1
1001330,20.88,5,9/11/2016,1800,car,1
1001331,5.08,5,9/11/2016,35000,home_improvement,1
